yyyymmdd,u925,v925,ws925,wd925,caseName,LTS
2009-01-17,-7.616616984725734,0.1075723872610049,7.6173765897790275,90.8091563533286,ish20090117s_chem,17.8
2009-01-18,-4.644398369897354,1.016107566271203,4.7542518659131625,102.3407993550947,ish20090118s_chem,19.2
2009-01-20,-5.335349192687911,0.9373265737607096,5.417059360371966,99.96417400056664,ish20090120s_chem,10.6
2009-01-29,-4.769925995499237,2.852345988521602,5.557703810097715,120.87880648054931,ish20090129s_chem,11.1
2009-02-01,-7.364690302477753,-1.6919261006464008,7.55653870376235,77.06166443825742,ish20090201s_chem,18.1
2009-02-02,-8.108712588965263,3.253496495112259,8.737073840488673,111.86236670033064,ish20090202s_chem,11.9
2009-02-12,-2.3482314424423323,5.668537217134969,6.135674786795586,157.49787381302986,ish20090212s_chem,18.5
2009-02-18,-6.211706184824079,-0.4032197724574106,6.224779507057445,86.28597634742562,ish20090218s_chem,11.9
2009-02-19,-6.109687652299992,9.602629578901915,11.381510358395715,147.53338022788478,ish20090219s_chem,15.8
2009-02-22,-2.731892594325267,7.160817953658675,7.664238443078976,159.1178638954862,ish20090222s_chem,16.2
2009-03-10,-7.244072817308779,-3.804304605653256,8.18225668841222,62.29329571829044,ish20090310s_chem,17.8
2009-03-17,-4.652612593727848,1.5349826852431094,4.899283191581307,108.25867567438144,ish20090317s_chem,17.2
2009-03-21,-1.0097265425638322,3.721601845447654,3.85614677972679,164.82022158892073,ish20090321s_chem,17.6
2009-03-27,-3.782987220472932,4.7327617437615,6.058879932254304,141.36398519686793,ish20090327s_chem,17.2
2009-04-03,-3.860881429766016,2.2290809327846364,4.458161865569273,120.0,ish20090403s_chem,18.4
2009-04-11,-5.702445413552253,-1.1873171068719288,5.824740818853131,78.23837834373728,ish20090411s_chem,12.1
2009-04-20,0.6270252696965958,12.405665367685431,12.42150127415474,182.89346477956292,ish20090420s_chem,16.2
2009-04-22,-9.298593934156395,-3.603879694046869,9.972552231073722,68.8150368293517,ish20090422s_chem,16.1
2009-04-24,-7.270666812160951,3.517030226281374,8.076638998125118,115.81438681737536,ish20090424s_chem,17.6
2009-04-29,-6.739527706552008,-1.3734415575940464,6.878050262938511,78.48147693069524,ish20090429s_chem,15.3
2009-04-30,-9.447452146202338,-3.034595354234962,9.922858510466003,72.1925764046035,ish20090430s_chem,14.3
2009-10-28,-8.543073730625622,-1.4958593690673954,8.673044679864867,80.06840896772411,ish20091028s_chem,15.2
2009-11-04,-9.771928375248915,-2.8565015247453456,10.180873495524212,73.70545724688279,ish20091104s_chem,14.8
2009-11-05,-8.0812726897933,-1.141195815636933,8.161451842437488,81.96213256408538,ish20091105s_chem,15.5
2009-11-06,-4.6924037603569175,4.286543421237646,6.355557218086191,132.41191632521122,ish20091106s_chem,13.9
2009-11-08,-4.002756048617417,3.4172367114794584,5.263037405056728,130.48808018443896,ish20091108s_chem,16.0
2009-11-09,-2.253911358923585,0.9464856491460836,2.4445759341702287,112.77901043566266,ish20091109s_chem,15.6
2009-12-07,-6.132227512983276,-1.8034615849047384,6.391923650922011,73.61161838880918,ish20091207s_chem,11.1
2009-12-09,-3.2175898123664326,0.8654427612840141,3.3319476847188274,105.05468276771036,ish20091209s_chem,13.8
2009-12-12,-8.253607573305436,-1.138983803239832,8.331825855007263,82.14290472929372,ish20091212s_chem,19.0
2010-01-09,-7.487385894652893,-1.667865923912644,7.670901138431916,77.44200935982133,ish20100109s_chem,18.9
2010-01-10,-4.960900170878578,-1.5596690424436124,5.200297878716187,72.54725142869987,ish20100110s_chem,15.4
2010-01-19,-6.901060717358165,3.3403696881862204,7.666988240399049,115.82870615627196,ish20100119s_chem,17.8
2010-01-20,-3.8997807656298207,5.621573660914911,6.841811196245376,145.25030032704387,ish20100120s_chem,18.6
2010-01-24,-6.487534477508103,-1.1934578221959065,6.596396377585032,79.57631447471715,ish20100124s_chem,16.5
2010-01-27,-3.781756495117856,2.9314966402481883,4.78490906289268,127.781697727454,ish20100127s_chem,17.1
2010-01-30,-4.087851694740169,-0.2085391892141455,4.093167486388526,87.07962339740959,ish20100130s_chem,13.7
2010-02-06,-1.601551807016898,-0.1891290140816205,1.6126803696103504,83.26507014644324,ish20100206s_chem,13.7
2010-02-21,-6.828363978433711,1.8575034607003535,7.0765015175922095,105.21779909573912,ish20100221s_chem,13.4
2010-02-22,-4.79069917311908,1.634619267257989,5.061894775300538,108.8399915258134,ish20100222s_chem,12.1
2010-02-24,-2.779556276300571,4.008699905938277,4.878074213149227,145.26329675690215,ish20100224s_chem,15.9
2010-02-28,-5.40079326711846,-0.9621365402857318,5.485824882030513,79.89888193496347,ish20100228s_chem,18.0
2010-03-03,-5.836100773436844,1.2730227133882166,5.973328976920024,102.30512598888332,ish20100303s_chem,11.2
2010-03-12,-4.730677960996786,4.11682628465301,6.271169956927545,131.03110249439845,ish20100312s_chem,14.8
2010-03-13,-5.2906122441118,3.603862654549181,6.401437647153955,124.26193351643798,ish20100313s_chem,11.2
2010-03-14,-4.65143948924498,6.591998682935333,8.067858201401954,144.7924794092869,ish20100314s_chem,13.3
2010-03-19,-2.029915229000776,1.795943376798313,2.7103447104741125,131.50041305535484,ish20100319s_chem,16.9
2010-03-22,-3.3211260846658712,2.2636357187682687,4.019194588164599,124.27782616818264,ish20100322s_chem,18.2
2010-03-23,-0.9847139033835786,6.859045481327135,6.929369840500009,171.83019611351233,ish20100323s_chem,14.0
2010-03-29,-6.644313425677415,-3.5599952311130303,7.537935191031073,61.817781035769656,ish20100329s_chem,17.1
2010-03-30,-6.991434768662259,-0.3280805752412454,6.999128302032341,87.3133050210999,ish20100330s_chem,18.1
2010-03-31,-4.028632194893735,6.095375936248227,7.306400287824933,146.53798714820454,ish20100331s_chem,18.3
2010-04-08,-6.079060203779062,-1.0719023312773486,6.17283950617284,80.0,ish20100408s_chem,16.7
2010-04-11,-3.88316479916896,5.65879120447678,6.863008578849999,145.54138203057954,ish20100411s_chem,17.2
2010-04-17,-6.10565788656021,-2.222277731320605,6.49750540921963,70.0,ish20100417s_chem,17.1
2010-04-18,-10.397910078245484,4.745075717368225,11.429447823881809,114.52953699144577,ish20100418s_chem,13.6
2010-04-25,-8.117198386493056,-3.0595269317355447,8.674653577619143,69.34761668866423,ish20100425s_chem,16.1
2010-04-28,-4.745677049766641,2.886471464084372,5.5545628247104375,121.30929496566512,ish20100428s_chem,13.8
2010-10-02,-5.806749232317135,1.646372631459867,6.035634141383632,105.82948742095073,ish20101002s_chem,13.2
2010-10-06,-6.405203020334045,-3.974146601786135,7.537935191031073,58.18221896423032,ish20101006s_chem,13.2
2010-10-07,-7.564448406675931,0.5267901117721111,7.582769119465718,93.98366103137391,ish20101007s_chem,12.4
2010-10-11,-2.958751680978632,1.718675917378731,3.421704022657644,120.15139275231776,ish20101011s_chem,14.3
2010-11-05,-8.449550347542923,-2.1248059567638813,8.71261736962906,75.8845293424246,ish20101105s_chem,14.6
2010-11-11,-7.216885784323381,-2.3007289609150705,7.574747136080665,72.31782102342765,ish20101111s_chem,16.1
2010-11-21,-5.600657147464932,1.562577886531872,5.814551585026006,105.5890505143293,ish20101121s_chem,15.4
2010-11-27,-5.739768513427296,-2.418740965726168,6.22858334190154,67.1494209848695,ish20101127s_chem,17.2
2010-11-28,-6.716426072308491,0.3958949494124881,6.728083827937609,93.37335568529768,ish20101128s_chem,14.9
2010-11-29,-5.907899632772163,6.203783663645646,8.566808613260019,136.3994367626667,ish20101129s_chem,9.6
2010-12-05,-5.9459839766536255,2.60776465017422,6.492700664694156,113.68109322342752,ish20101205s_chem,8.9
2010-12-12,-9.269405948350052,4.421330908306895,10.26986142243688,115.50025715659945,ish20101212s_chem,17.8
2010-12-13,-1.124565785960896,6.252567313602677,6.352892744103779,169.8039822875541,ish20101213s_chem,18.7
2010-12-19,-5.764764565049643,0.8343842286770173,5.824835408105275,98.2357206663043,ish20101219s_chem,14.6
2010-12-29,-7.028130560044966,-3.438041985733268,7.823985676412165,63.93290569619131,ish20101229s_chem,9.8
2011-01-14,-9.535957831090805,3.836585274877544,10.278807242464916,111.91631638196662,ish20110114s_chem,10.5
2011-02-08,-1.919834579201401,6.49749057630234,6.775186241029477,163.53900017664472,ish20110208s_chem,11.2
2011-02-16,-7.00597699682827,2.09771591766289,7.3132841973564195,106.66864877405948,ish20110216s_chem,15.6
2011-02-26,-4.451314963032078,-1.7738519733978206,4.791738277873763,68.27268529842823,ish20110226s_chem,12.0
2011-02-27,-1.905745609871106,1.6499930594873988,2.520782304345137,130.8859884097924,ish20110227s_chem,19.4
2011-03-05,-6.170689072704033,-0.8212479333331167,6.2250985373721495,82.41913831235627,ish20110305s_chem,17.4
2011-03-06,-3.039218522089218,4.31241618241856,5.275773171336656,144.8253491308596,ish20110306s_chem,16.4
2011-03-12,-3.835208069175399,8.401437564588159,9.235419540310073,155.46357418030294,ish20110312s_chem,11.8
2011-03-18,-6.622118282802674,0.2679755828193369,6.627538114897326,92.31730943619732,ish20110318s_chem,20.6
2011-03-19,-4.8559578706366775,4.413820716427415,6.56217495638162,132.26925421533122,ish20110319s_chem,16.5
2011-03-20,-0.777108478196312,7.279905803092806,7.3212653338605955,173.90691799750863,ish20110320s_chem,18.1
2011-03-31,-5.380164842760497,-1.7355708769929692,5.653174329909014,72.1209770806692,ish20110331s_chem,15.2
2011-04-01,-6.071527708800761,0.8893987713669812,6.136324542692027,98.33380372044836,ish20110401s_chem,14.7
2011-04-02,-4.495126688048008,0.8273437553759149,4.570630331930266,100.4287728920874,ish20110402s_chem,12.4
2011-04-06,-8.559685984212392,0.3138324070131731,8.565437229237848,92.09975246938876,ish20110406s_chem,17.3
2011-04-07,-4.847265301038433,5.26738322384671,7.1583033552311095,137.37844702781172,ish20110407s_chem,14.2
2011-04-10,-3.430183382484312,2.405409477983375,4.189528946581437,125.03998479172463,ish20110410s_chem,15.0
2011-04-13,-1.1937594139588317,0.8613113087908243,1.472045756444512,125.81088695597168,ish20110413s_chem,16.2
2011-04-21,-4.506875738207401,1.5702251290900613,4.772581678260562,109.20867251265116,ish20110421s_chem,15.3
2011-04-22,-3.668839764546321,5.493832205876051,6.6062529110106905,146.26457805357182,ish20110422s_chem,17.3
2011-04-24,-4.35705277557796,-0.8283235141196436,4.435090611612701,79.23589664974634,ish20110424s_chem,13.3
2011-04-25,-4.716083807565657,2.560510227677644,5.366345041648441,118.49892699924068,ish20110425s_chem,12.6
2011-04-29,-6.622916320570425,3.075949608596244,7.302361712754408,114.91205741686298,ish20110429s_chem,15.3
2011-04-30,-3.637332363075523,9.867858765261364,10.516882776308869,159.76591097407277,ish20110430s_chem,13.8
2011-10-09,-8.111295048522457,2.0036781683253424,8.355108231878779,103.8756068535538,ish20111009s_chem,13.3
2011-10-10,-3.6484259254554665,6.155536236544071,7.15553199230796,149.34450491986863,ish20111010s_chem,10.8
2011-10-11,-2.051833292131495,-0.3394616733486879,2.079724521750864,80.60590141881562,ish20111011s_chem,12.6
2011-11-02,-7.394890420023327,0.7018308949273703,7.428120282361301,95.42156254902346,ish20111102s_chem,14.5
2011-11-03,-6.049096187744986,3.6581971679119647,7.069227058732096,121.16349451458416,ish20111103s_chem,13.0
2011-11-04,-6.782650423631151,3.748035438109912,7.749330062302907,118.92466970733052,ish20111104s_chem,14.5
2011-11-05,-5.93503238117126,-0.9005934960206089,6.002972431273195,81.37164823660373,ish20111105s_chem,13.7
2011-11-16,-10.71980181262972,0.0965589238840262,10.720236682454408,90.5160794286623,ish20111116s_chem,15.0
2011-11-17,-9.447314924471538,4.326125131803815,10.390722686039082,114.60404428567485,ish20111117s_chem,11.4
2011-11-18,-3.63212517929604,9.742901222804267,10.397906402511865,159.55469146450656,ish20111118s_chem,13.8
2011-11-22,-6.238622254617975,-2.810181405620797,6.842333459304037,65.75086277020804,ish20111122s_chem,20.8
2011-11-27,-6.807468065131995,-2.7150578740256663,7.328926300427691,68.25614657347646,ish20111127s_chem,14.3
2011-12-05,-10.50462499312246,-3.0003647640540936,10.92471212268362,74.05942836801856,ish20111205s_chem,15.7
2011-12-06,-15.13345893244624,-1.97215405126471,15.261420997467985,82.57520131241864,ish20111206s_chem,16.8
2011-12-07,-8.571458873832503,3.8485330223630654,9.395802980587714,114.1797909314502,ish20111207s_chem,14.7
2011-12-27,-9.01579490373178,-2.3419219803187983,9.31499631283106,75.43878928274418,ish20111227s_chem,20.5
2012-02-21,-5.7217544293157525,1.6397920773963186,5.952091380891775,105.99172200139378,ish20120221s_chem,16.0
2012-03-28,-7.120252658673967,1.640981165536726,7.306902018571206,102.97815863551835,ish20120328s_chem,13.3
2012-03-29,-7.659614406686749,3.835565997802432,8.566286207139086,116.59950255920712,ish20120329s_chem,12.1
2012-04-04,-5.655295009545536,-1.6069248661186537,5.879163985665062,74.13775605160458,ish20120404s_chem,18.3
2012-04-08,-8.448883317101913,2.159438285312476,8.720481810890744,104.3372128137816,ish20120408s_chem,13.7
2012-04-10,-3.218483413616997,5.43259139699724,6.314402962312125,149.35581118725042,ish20120410s_chem,14.7
2012-11-08,-6.875844532690902,2.312486972806417,7.254297625348353,108.5888436439975,ish20121108s_chem,14.0
2013-01-20,-6.151942482053872,4.654439037570367,7.714285388612358,127.1104347303243,ish20130120s_chem,15.3
2013-02-25,-5.476628047829614,2.5166926265529965,6.027204704572446,114.68035349921104,ish20130225s_chem,13.7
2014-01-07,-3.558512202037858,0.2784976740224456,3.5693935124175136,94.4749831583859,ish20140107s_chem,18.2
2014-04-11,-3.822379859115863,1.387365052574767,4.066370565563398,109.94879349192422,ish20140411s_chem,15.8
2014-04-16,-6.081171470398926,2.4795274862431524,6.5672447043969004,112.18261168471298,ish20140416s_chem,17.8
2014-04-25,-6.933887165054578,2.116360162889898,7.2496738931331235,106.97323082554932,ish20140425s_chem,15.1
2014-04-26,-8.0326783172933,4.429608321590701,9.173077500589402,118.8744724744285,ish20140426s_chem,14.6
2014-10-20,-8.760458320016408,3.093488180748136,9.2906027307798,109.4491169584669,ish20141020s_chem,18.6
2015-01-25,-4.733386459306139,3.816308485923122,6.080226791236618,128.87761116876254,ish20150125s_chem,10.6
2015-04-26,-6.222560682977749,0.7154204527384614,6.263552336936047,96.55861492451078,ish20150426s_chem,11.9
2015-11-07,-5.6655213958728,3.8210908359027145,6.833656990463612,123.99755606289727,ish20151107s_chem,15.1
2015-11-29,-6.872267646891881,2.277061990068169,7.239687418468431,108.33213507040796,ish20151129s_chem,12.9
2016-10-01,-6.049689892399019,2.013062144728916,6.37582676934807,108.40510060167588,ish20161001s_chem,14.6
2016-10-28,-3.4071637826929555,2.3036249157828186,4.112839991381864,124.0631044426296,ish20161028s_chem,15.6
2016-12-20,-5.184559449146012,2.219727919209113,5.639756086662403,113.1778032670162,ish20161220s_chem,12.8
2016-12-21,-7.377242266924657,3.604957778537988,8.210933202136113,116.04287579304388,ish20161221s_chem,12.7
2017-02-16,-6.138672809304318,5.260011003237422,8.083997749496898,130.5921004839106,ish20170216s_chem,18.3
2017-04-24,-5.918347239644549,0.8395540601788293,5.977598603868532,98.0738898915152,ish20170424s_chem,13.5
2017-04-25,-7.499960573188209,4.38629649461886,8.688440915266865,120.3209150007483,ish20170425s_chem,14.4
2017-10-01,-6.269097817354524,1.4074460925252847,6.425145286055713,102.65340573188774,ish20171001s_chem,12.5
2018-03-12,-6.926560474713048,1.925588403157875,7.189237143691473,105.5359659052774,ish20180312s_chem,15.9
2018-03-13,-4.902426361718964,2.602633925750554,5.550449313663245,117.96324689781903,ish20180313s_chem,12.2
2018-03-14,-4.749868061401757,3.449719342754693,5.870418225688896,125.99003668372228,ish20180314s_chem,14.5
2018-03-25,-8.006790850237143,2.173289811240728,8.296498558011324,105.1859572900675,ish20180325s_chem,15.0
2018-03-26,-3.00644837658804,1.582433980754086,3.3974739358137955,117.75992445264046,ish20180326s_chem,14.1
2018-04-29,-2.7008791974518003,0.989710532689536,2.87650402011617,110.12486138213563,ish20180429s_chem,16.9
2019-04-04,-8.863680125542817,4.353553171493141,9.875132940115831,116.15877873723502,ish20190404s_chem,13.9
